title,price,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU  ","67,990",https://amezon.in//HP-Pavilion-i5-1335U-14-inch-ew0116TU/dp/B0CWDBJ3Q8/ref=sr_1_202?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.0HcW2GQPBbeBfCd9HPXCFgzKUf3JTkXC7bc78Iu2I9hJRUU70llFpiHiUOtcJRQzA6EXUmpqAoGDhVJPn6LAWW8YobC_jWOIljC8WtAVm0Zw7vIf1mf4fxid8ecS9mnMVVCS0z2CskHy71zaBYOc-pjgDr2mJq1dC9D0G7LS1FzmaJfN38gFS6jTXs6fqdI4C_GfAlDp_yHJD_sKrFHAN1KHiLokZ4MMXAiZAOtGKWs.bnRee52vG65JAbNHRzqHBjS3uQDbE7IxNZ1oYQJjepE&dib_tag=se&keywords=laptop&qid=1723180166&sprefix=l%2Caps%2C256&sr=8-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-12450H 12th Gen, 16"" (40.64 cm) FHD+ 120Hz, Creator/Gaming Laptop (16GB/512GB/6GB RTX 4050 /Win11/70WHr /Black/1.8 kg), K3605ZU-MB541WS  ","67,990",https://amezon.in//ASUS-Creator-Vivobook-i5-12450H-K3605ZU-MB541WS/dp/B0C5N4K9HB/ref=sr_1_246?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.Fd0HL3oEbaZJcZ1RpZvkak0F4szwyBtQJT1qXpLLQjSUiUNGxVDeLZuwLQ3J3JUWR77atk5A6JYz1VW8mQZ7SU73h_72Vhz8p_gS5nJJ7MgmC1_CP9JVpZE2yoPgIGONpeNLizRGnkQij3KtEFq5D4M5cwsJNaqvSaAdLM3bKVLS-rQRqSr2BUCbaJml47Qe5hIKjq5yRR0zlczeDWvKhXIwjtsOT9Uvt48swr207iA.3u8ULBHMfAuiQ80dOiQYzfw3HNH2H-JiO0wR5ZkncjE&dib_tag=se&keywords=laptop&qid=1723180210&sprefix=l%2Caps%2C256&sr=8-246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-12450H 12th Gen, 16"" (40.64 cm) FHD+ 120Hz, Creator/Gaming Laptop (16GB/512GB/6GB RTX 4050 /Win11/70WHr /Black/1.8 kg), K3605ZU-MB541WS  ","67,990",https://amezon.in//ASUS-Creator-Vivobook-i5-12450H-K3605ZU-MB541WS/dp/B0C5N4K9HB/ref=sr_1_305?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.yAgIJjVGUl1MPJEup47VNTy2cWCzPcr3kzNRu5t3s18lUatVl6bkADhTfA7f3bYfCGWA9mnqiFY6ytOM4b_rB3gVaKf7RloN7sDGBBp0xzlfKKDttYQP-V3y7M7-JwhuXFJVRcIM96MwbBd8oUcMXMKSRkN28-XoyrrevdHiJzAhhvJqCkLuuvUGSTJ1wbenKaufwTtYG79UeY-bgCRd_z6Q6MGCKZ7fBgo8vlnMLAk.IJPul-JlmkfJnztlTBWRbXKhSgYN95IwwiEDL8wCfOk&dib_tag=se&keywords=laptop&qid=1723180250&sprefix=l%2Caps%2C256&sr=8-305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/48WHr/Graphite Black/2.3 Kg), FA506NCR-HN054W  ","67,990",https://amezon.in//ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_51?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.ouaBcyjYR3hdO4Xd_uFLlfS8wgV4c9uwEgB2v4zqPGE-4WEt-2WQYPwcZUJlWrxkgQe8CoBeDsf8Hi0xD2ltQeOOtCkZYQwvH2OgyzeNS5ESsj805pFZj2VEXtu2rXOwXydiw-g3fj-swPkDXGmk4NK-ooAwONcKi_z4esy7aXByEdE3V36uGGrVJNRCAxRKuow0XXDfJUZaDJyMwiK4_cMNnJ7AFZrPRt5m82IxFVE.5vTUX3hW8lkdSH80f8WuBBkMIpCy_nwAj2JTdTwsXFY&dib_tag=se&keywords=laptop&qid=1723180041&sprefix=l%2Caps%2C256&sr=8-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1691IN  ","66,990",https://amezon.in//MSI-i7-12650H-Windows-GeForce-B12UC-1691IN/dp/B0CV9J1QSJ/ref=sr_1_243?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.JRmqnlQQKcNV6XW_4ysxkstBMZM2egXJHB0IKSCCvVWayQf088QRO-r4AwKuDWIKVHGXnfDNStVlrR0N88VGJmFeIM2CVEsB078tSDzUEqd4JIrcK8SftXhRcHk9ez8Sf0Um1lCdyzMcNbHhyc3NdFaj3B1h8UOF6tpRGWSaHCIL8ETMEwE01k5RkyxdSp1Y7nF4Y_fvmM7hpr_Rceb1PqKmhbXMJ2YMVUyH5H6Z6ZA.AKaHDzIjuM2VHc6uCS11YFdVdit7k0LxHQRxDMPXiA4&dib_tag=se&keywords=laptop&qid=1723180196&sprefix=l%2Caps%2C256&sr=8-243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1691IN  ","66,990",https://amezon.in//MSI-i7-12650H-Windows-GeForce-B12UC-1691IN/dp/B0CV9J1QSJ/ref=sr_1_275?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.MSmlJdSYIyFN3FSwuoc3_EFXV1svJJX_PibnbCvGZP9FVvvaBJfuSw-710u_WmfoUrHDIkNGdNpfCFAGoUuEVuqBrmpNFI5KSfcwNU2KONO4K5dGKhTCSscI_JM0H6jZmpPIbGctH87rIm2Aqixq7Z1C--7iaWbuKf2VS4r5vV1DbAVJA4YKkLzCA9RdT6lEq5K0TFqZanTUhcOufNQMiRtYqqiOzcdc-uV1XnUpieA.RK1nw44rAoafbvEwWcpzgK_EKlkvCziQ5atqHHdePwY&dib_tag=se&keywords=laptop&qid=1723180237&sprefix=l%2Caps%2C256&sr=8-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ","66,990",https://amezon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_7?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.Lqp-nSYvasKRMiQy_coFxYIz1XJBS57HAe3QOUI_fEmwXhkSrVs8Szv93LneXiwzmynfdtgc0icc5fVKGKOKmqhKffnCZXFBjk-6GuWAYSaQt6BEysecc_CWuprVw3WKs-rRH23Y8BqyFnxkVx5PypKmcH2quDpg7ASY31NFbFnpKUByDPR2E9H0YChke_c38_sNtoEo0-4LzZXyRB5s-jXuWtp1fth-Th-BnvHGbc4.eAalXTBiTkL0XszNt_vG1I2WQGYAZ5qHVT4rwd6XwKE&dib_tag=se&keywords=laptop&qid=1723179999&sprefix=l%2Caps%2C256&sr=8-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","66,490",https://amezon.in//sspa/click?ie=UTF8&spc=MTo0NDU0NTAxMjkzNjM1MjcxOjE3MjMxODAwNTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE5MDM1NDM1MDMzMjo6Mjo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%253Aamzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26crid%3D18GH7ZDODC7UD%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.GjdlbYk8KYtZL_8lKM0srPityJc0fh0Yw0mVwDa2iAajfrpnhHh8gLL5y0f5gDCPPCxk_AKQPtAsOEaYpDPnow.99az-oDdujqvPVVf_lzRvSA-Hy40gyXHMGKMLztV4kI%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3D414162ca-78cd-4fa1-b4e0-a18492743402%26pd_rd_w%3DW0sXH%26pd_rd_wg%3DpGnuL%26pf_rd_p%3D1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26pf_rd_r%3DMD6NX35B461YRD7XAS86%26qid%3D1723180055%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dl%252Caps%252C256%26sr%3D1-67-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","66,490",https://amezon.in//Lenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN/dp/B0CX8XPKWJ/ref=sr_1_61?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.ouaBcyjYR3hdO4Xd_uFLlfS8wgV4c9uwEgB2v4zqPGE-4WEt-2WQYPwcZUJlWrxkgQe8CoBeDsf8Hi0xD2ltQeOOtCkZYQwvH2OgyzeNS5ESsj805pFZj2VEXtu2rXOwXydiw-g3fj-swPkDXGmk4NK-ooAwONcKi_z4esy7aXByEdE3V36uGGrVJNRCAxRKuow0XXDfJUZaDJyMwiK4_cMNnJ7AFZrPRt5m82IxFVE.5vTUX3hW8lkdSH80f8WuBBkMIpCy_nwAj2JTdTwsXFY&dib_tag=se&keywords=laptop&qid=1723180041&sprefix=l%2Caps%2C256&sr=8-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","65,999",https://amezon.in//Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP1T2VW/ref=sr_1_170?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.k9WNDJWvv5nchyW0OgrtizYc9BhbRSbiMgXrMpTOH85agIDuOdwXxQYNIXu1JPBA-TfiImF5Efws_fgf_h8D9G3j_LFcYKdi_heJjFUGgWpArvLzObTS_p9PJ-AsW6sg_q8Ub3wi5ZBEo0w3-Its-bSrEQk91tKj-WmEbTHVx-xSANIqdGHiRG82bzKyd7JYAdb_BhDqOuXFZZd0T8auMLbCQCfTvveK8YkdKMN0Hr8.EVq2q3N6KbMDAOhOuSiUvNV-fnVz43IL2O9PaRSXnT4&dib_tag=se&keywords=laptop&qid=1723180138&sprefix=l%2Caps%2C256&sr=8-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming F17 (2022) Intel Core i5-12500H Gaming Laptop,17.3""(43.94 cms) FHD 144Hz, RTX 3050 4GB GPU, (16GB RAM /512GB SSD/90WHr Battery/Windows 11/Gray/2.6 Kg), FX707ZC4-HX067W  ","65,990",https://amezon.in//ASUS-i5-12500H-Battery-Windows-FX707ZC4-HX067W/dp/B0C8JJWSXP/ref=sr_1_195?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.MYV3zhrZnqFDdLjhJWnEwgBj0j1rDtsP6nAeON_eFrGes-okiKomW6VEnmA9rO1_LvYU09SmUtJbqW9aBG85B2b97k7KnxCzAb88xOIbt-fIxpfRu4nEBDZ8IddJNh60KNaj7EUaIL5egWXEJA2gd4iziaTs6EQ-UcvcGJGB5PsxYl_AioySXZRjp5akBMoqHtwySRl7twSJCpt4aBqYqfS_ZQs8z1SMUyM4swxCq-A.5N4Zh6aU--iN8AsxFx93OEIzKCHNBnezvdd_sXHYYJo&dib_tag=se&keywords=laptop&qid=1723180152&sprefix=l%2Caps%2C256&sr=8-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion Laptop 13th Gen Intel Core i5-1340P 15.6 inch(39.6cm) FHD IPS Laptop(16GB RAM /512GB SSD/Intel Iris Xe Graphics/Win 11/MSO 2021/Backlit Keyboard/FPR/B&O/Alexa/Natural Silver) 15-eg3079TU  ,"65,990",https://amezon.in//HP-Pavilion-i5-1340P-Graphics-15-eg3079TU/dp/B0C2D3NV1S/ref=sr_1_198?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.0HcW2GQPBbeBfCd9HPXCFgzKUf3JTkXC7bc78Iu2I9hJRUU70llFpiHiUOtcJRQzA6EXUmpqAoGDhVJPn6LAWW8YobC_jWOIljC8WtAVm0Zw7vIf1mf4fxid8ecS9mnMVVCS0z2CskHy71zaBYOc-pjgDr2mJq1dC9D0G7LS1FzmaJfN38gFS6jTXs6fqdI4C_GfAlDp_yHJD_sKrFHAN1KHiLokZ4MMXAiZAOtGKWs.bnRee52vG65JAbNHRzqHBjS3uQDbE7IxNZ1oYQJjepE&dib_tag=se&keywords=laptop&qid=1723180166&sprefix=l%2Caps%2C256&sr=8-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion Laptop 13th Gen Intel Core i5-1340P 15.6 inch(39.6cm) FHD IPS Laptop(16GB RAM /512GB SSD/Intel Iris Xe Graphics/Win 11/MSO 2021/Backlit Keyboard/FPR/B&O/Alexa/Natural Silver) 15-eg3079TU  ,"65,990",https://amezon.in//sspa/click?ie=UTF8&spc=MTo2MjQ3MjQxNjcxMDEyODc0OjE3MjMxODAyNTE6c3BfYXRmX25leHQ6MzAwMjgxOTY4NDE2NDMyOjowOjo&url=%2FHP-Pavilion-i5-1340P-Graphics-15-eg3079TU%2Fdp%2FB0C2D3NV1S%2Fref%3Dsr_1_290_sspa%3Fcrid%3D18GH7ZDODC7UD%26dib%3DeyJ2IjoiMSJ9.yAgIJjVGUl1MPJEup47VNTy2cWCzPcr3kzNRu5t3s18lUatVl6bkADhTfA7f3bYfCGWA9mnqiFY6ytOM4b_rB3gVaKf7RloN7sDGBBp0xzlfKKDttYQP-V3y7M7-JwhuXFJVRcIM96MwbBd8oUcMXMKSRkN28-XoyrrevdHiJzAhhvJqCkLuuvUGSTJ1wbenKaufwTtYG79UeY-bgCRd_z6Q6MGCKZ7fBgo8vlnMLAk.IJPul-JlmkfJnztlTBWRbXKhSgYN95IwwiEDL8wCfOk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723180250%26sprefix%3Dl%252Caps%252C256%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/1TB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","65,729",https://amezon.in//sspa/click?ie=UTF8&spc=MTo4ODUzODU3MTQ3MDkzOTc4OjE3MjMxODAxMjU6c3BfYnRmOjMwMDI4MTUwMDA4OTMzMjo6MDo6&url=%2FAcer-Graphics-Win11Home-AL15G-52-39-62cm%2Fdp%2FB0D32QRT3L%2Fref%3Dsr_1_166_sspa%3Fcrid%3D18GH7ZDODC7UD%26dib%3DeyJ2IjoiMSJ9.tQtT6y-cQyiC3do_b8nlpkTjRrkZqjHUlUvaRdArMnA0o8BcwDX1QHyPYBLS9vthvdHX9RzFJN14WXnFJKLY4GOWZNTqnHsJTYn0fD-PnzLdK7TYDyzsVRxcu-UlwRhC56uU9r7EiMMNgcyMX1HDJZrouF5AJl7dm57ThWggiEXzgPOIGZLqhIUA4vIJuHIwQGUCC7M2q-90q43gHlNig2q72IdDLgv0tojb524onZE.MoXJsW53YIhrlg3Bd3RoysQfzD3jPlv9LVby-6ZrXts%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723180125%26sprefix%3Dl%252Caps%252C256%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX  ","64,990",https://amezon.in//HP-i5-13420H-15-6-inch-Speakers-fa1307TX/dp/B0D2LG3DRJ/ref=sr_1_110?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.HRMzyn3X6uQvUpbW39ehTgUZ09f-bzgo0y5ABx76HUzegyAp6QsF4iREDhk7SDje9Iw8oGqj61GCDgMKPyBuDGxmqK06bUAB8rrByp68XV8xGhCTxVhU81VP5FPT6rAT75Dz7iVzhMRGXoN0N78wmGRQzfsAC5Ghzl0pAYl_S3OJ1DR63HHbe80VUehkWN6m9MqtM1q-3EU2h5BwEQ8nDEbwFVPe5ZXjYeLZAlT1-RE.EcIOEjITm8nNFVMeP7zjZcv3gcQrr6Vbu8djacaypBw&dib_tag=se&keywords=laptop&qid=1723180082&sprefix=l%2Caps%2C256&sr=8-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX  ","64,990",https://amezon.in//sspa/click?ie=UTF8&spc=MTo2Mjc3Njk2MTA4MzMzODA4OjE3MjMxODAwOTc6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDI2NTAzOTQzMjo6MDo6&url=%2FHP-i5-13420H-15-6-inch-Speakers-fa1307TX%2Fdp%2FB0D2LG3DRJ%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%253Aamzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26crid%3D18GH7ZDODC7UD%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.mfAgLRTmdxGKFQR3kqvLft7jXiV_IopgyaDBVvg8PVGb9gEcQAF7_m1dxeWpyVvK.38QbMaG38Qs48m03AR1m4QXIlndJeuLMJAeb0LFPfvI%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D2LG3DRJ%26pd_rd_r%3D80092ea6-2a5b-4c67-9feb-d64eadacd10b%26pd_rd_w%3DyhlP9%26pd_rd_wg%3DnBnUp%26pf_rd_p%3D1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26pf_rd_r%3DTB1ZB1NZK8NFNRXK8N62%26qid%3D1723180097%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dl%252Caps%252C256%26sr%3D1-113-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003CIN  ","64,990",https://amezon.in//Lenovo-IdeaPad-13500H-Backlit-82XF003GIN/dp/B0C9HPCDJS/ref=sr_1_233?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.JRmqnlQQKcNV6XW_4ysxkstBMZM2egXJHB0IKSCCvVWayQf088QRO-r4AwKuDWIKVHGXnfDNStVlrR0N88VGJmFeIM2CVEsB078tSDzUEqd4JIrcK8SftXhRcHk9ez8Sf0Um1lCdyzMcNbHhyc3NdFaj3B1h8UOF6tpRGWSaHCIL8ETMEwE01k5RkyxdSp1Y7nF4Y_fvmM7hpr_Rceb1PqKmhbXMJ2YMVUyH5H6Z6ZA.AKaHDzIjuM2VHc6uCS11YFdVdit7k0LxHQRxDMPXiA4&dib_tag=se&keywords=laptop&qid=1723180196&sprefix=l%2Caps%2C256&sr=8-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN  ","64,990",https://amezon.in//sspa/click?ie=UTF8&spc=MTo0MTk4Nzc2Nzg1Mjk4MTk2OjE3MjMxODAyMjQ6c3BfbXRmOjMwMDI0NjA4OTY2MDczMjo6MDo6&url=%2FMSI-i5-13420H-Windows-GeForce-B13UC-1805IN%2Fdp%2FB0CV9J1QSM%2Fref%3Dsr_1_268_sspa%3Fcrid%3D18GH7ZDODC7UD%26dib%3DeyJ2IjoiMSJ9.SwpunSTFYnvAqR6bR68DBAdHEz6bbp6_IbG7P0uSB1se_OMCHA2YlWoFYfymNzKl2weg-37XZjXIAf4Q7ta2ti8BvBDVmdWLHG9M4tF-DG3_Na0xD8H8Yymd534-7X3Ppn0irMqZvg7oA9yAJ2K7680UzK4Wl4_zEO1W2sKxOr3nxMuWY8Wjwwv4IrFqH2HWRBpIjB2YwDgpsXICqLjo2x6mquw977y3aQCt7SVNPfc.V09fFN_Ey8352jZ_pZ-YrG6NURohX-uZl3z2h9QGgZ4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723180224%26sprefix%3Dl%252Caps%252C256%26sr%3D8-268-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX  ","64,990",https://amezon.in//HP-i5-13420H-15-6-inch-Speakers-fa1307TX/dp/B0D2LG3DRJ/ref=sr_1_307?crid=18GH7ZDODC7UD&dib=eyJ2IjoiMSJ9.yAgIJjVGUl1MPJEup47VNTy2cWCzPcr3kzNRu5t3s18lUatVl6bkADhTfA7f3bYfCGWA9mnqiFY6ytOM4b_rB3gVaKf7RloN7sDGBBp0xzlfKKDttYQP-V3y7M7-JwhuXFJVRcIM96MwbBd8oUcMXMKSRkN28-XoyrrevdHiJzAhhvJqCkLuuvUGSTJ1wbenKaufwTtYG79UeY-bgCRd_z6Q6MGCKZ7fBgo8vlnMLAk.IJPul-JlmkfJnztlTBWRbXKhSgYN95IwwiEDL8wCfOk&dib_tag=se&keywords=laptop&qid=1723180250&sprefix=l%2Caps%2C256&sr=8-307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
